Cost 334770.0
Edges 3330
E 3962 4090
E 3966 3968
E 3969 3985
E 3970 3978
E 3974 3976
E 3975 4039
E 3986 4050
E 3986 3990
E 3997 4061
E 4004 4020
E 4006 4070
E 4014 4030
E 4018 4082
E 4020 4084
E 4029 4030
E 4051 4059
E 4059 4091
E 4065 4081
E 4070 4078
E 4071 4072
E 4073 4089
E 4078 4094
E 4085 4087
E 4085 4086
E 4087 4088
E 1 1025
E 3 259
E 6 2054
E 8 40
E 10 14
E 10 12
E 12 1036
E 12 76
E 13 15
E 14 270
E 15 271
E 16 144
E 17 25
E 17 18
E 18 530
E 21 23
E 24 88
E 26 1050
E 27 31
E 31 2079
E 31 543
E 31 63
E 33 97
E 34 1058
E 34 36
E 38 1062
E 40 552
E 41 169
E 44 300
E 45 1069
E 48 176
E 49 305
E 51 1075
E 51 307
E 51 59
E 52 180
E 55 183
E 55 63
E 56 1080
E 59 187
E 60 2108
E 63 1087
E 65 67
E 66 1090
E 67 99
E 71 199
E 72 200
E 72 80
E 73 329
E 74 78
E 75 331
E 77 333
E 78 1102
E 79 1103
E 80 592
E 83 87
E 85 1109
E 85 117
E 85 87
E 87 1111
E 87 88
E 88 2136
E 90 2138
E 93 221
E 93 95
E 95 1119
E 95 127
E 96 2144
E 98 114
E 98 106
E 100 104
E 103 615
E 103 104
E 105 617
E 105 107
E 110 238
E 110 126
E 114 242
E 116 1140
E 116 124
E 117 118
E 120 1144
E 122 124
E 124 380
E 126 254
E 127 255
E 129 1153
E 129 385
E 130 146
E 131 1155
E 131 643
E 131 132
E 133 149
E 134 1158
E 135 151
E 137 139
E 138 170
E 138 142
E 139 2187
E 141 1165
E 142 398
E 146 1170
E 146 402
E 147 1171
E 149 151
E 153 1177
E 156 668
E 156 412
E 157 159
E 159 160
E 162 418
E 162 166
E 163 167
E 164 180
E 164 172
E 167 679
E 167 168
E 168 2216
E 169 1193
E 170 1194
E 170 234
E 171 172
E 177 1201
E 177 185
E 178 2226
E 181 1205
E 181 189
E 181 182
E 192 704
E 193 225
E 197 198
E 201 2249
E 201 1225
E 202 218
E 204 716
E 205 221
E 209 465
E 212 220
E 222 254
E 227 1251
E 228 236
E 231 247
E 237 493
E 242 250
E 244 500
E 245 1269
E 247 2295
E 250 2298
E 251 763
E 253 765
E 254 766
E 256 512
E 257 385
E 259 323
E 262 1286
E 263 264
E 264 272
E 267 779
E 273 1297
E 276 2324
E 281 409
E 281 285
E 283 795
E 284 796
E 287 2335
E 287 1311
E 287 799
E 288 416
E 288 320
E 290 294
E 291 292
E 292 420
E 292 308
E 294 806
E 297 301
E 298 362
E 299 1323
E 300 364
E 302 814
E 302 318
E 306 310
E 307 2355
E 307 435
E 308 372
E 312 320
E 315 443
E 321 2369
E 323 835
E 323 327
E 324 452
E 325 2373
E 326 2374
E 327 1351
E 331 363
E 333 845
E 333 365
E 333 349
E 335 2383
E 337 849
E 339 1363
E 339 851
E 339 371
E 342 2390
E 343 351
E 345 857
E 345 349
E 349 351
E 353 2401
E 353 481
E 353 369
E 354 370
E 354 358
E 355 371
E 356 360
E 357 358
E 359 360
E 361 377
E 362 2410
E 367 495
E 368 1392
E 368 384
E 374 2422
E 376 2424
E 377 1401
E 377 381
E 380 2428
E 382 1406
E 386 450
E 391 455
E 394 906
E 395 2443
E 404 408
E 405 1429
E 406 438
E 407 919
E 408 1432
E 412 444
E 414 926
E 415 479
E 415 416
E 419 931
E 421 1445
E 423 439
E 427 2475
E 429 431
E 431 495
E 432 496
E 440 1464
E 440 952
E 449 453
E 450 2498
E 451 467
E 455 487
E 455 471
E 457 459
E 459 460
E 462 974
E 463 1487
E 465 2513
E 474 986
E 476 2524
E 477 509
E 481 483
E 482 484
E 485 486
E 489 490
E 499 507
E 500 508
E 505 1017
E 507 1019
E 510 512
E 513 2561
E 513 1537
E 513 577
E 515 547
E 515 531
E 517 1541
E 523 524
E 526 654
E 528 592
E 530 562
E 531 539
E 531 535
E 532 536
E 533 541
E 533 535
E 544 1568
E 545 1569
E 545 609
E 547 1571
E 549 550
E 552 1576
E 554 556
E 556 560
E 558 2606
E 561 817
E 562 566
E 564 568
E 565 629
E 565 567
E 566 1590
E 566 822
E 568 1592
E 569 633
E 573 2621
E 573 829
E 574 702
E 577 833
E 578 1602
E 578 580
E 587 619
E 595 599
E 596 724
E 598 726
E 601 729
E 602 730
E 603 731
E 604 860
E 607 735
E 608 2656
E 610 614
E 613 1637
E 615 2663
E 615 871
E 620 748
E 622 638
E 623 751
E 626 634
E 629 631
E 630 2678
E 639 640
E 641 897
E 646 1670
E 646 710
E 647 663
E 654 910
E 655 2703
E 655 1679
E 659 723
E 661 917
E 664 920
E 666 698
E 670 734
E 673 689
E 675 931
E 675 683
E 677 693
E 678 1702
E 686 1710
E 689 2737
E 690 754
E 691 2739
E 691 692
E 693 757
E 702 1726
E 704 768
E 707 1731
E 707 715
E 709 717
E 710 966
E 712 744
E 714 746
E 715 719
E 715 716
E 718 720
E 725 2773
E 732 764
E 733 735
E 739 2787
E 739 755
E 740 744
E 742 998
E 744 1768
E 755 756
E 759 2807
E 768 2816
E 774 776
E 777 1801
E 778 2826
E 778 794
E 781 909
E 785 786
E 789 821
E 791 792
E 792 856
E 793 2841
E 794 826
E 795 2843
E 801 865
E 802 810
E 805 806
E 809 1833
E 810 1834
E 816 2864
E 825 2873
E 836 868
E 836 852
E 838 870
E 839 871
E 839 855
E 840 872
E 851 2899
E 854 862
E 860 1884
E 860 988
E 862 2910
E 862 990
E 863 2911
E 870 1894
E 872 1000
E 874 890
E 883 2931
E 885 2933
E 885 1013
E 886 1014
E 891 1915
E 893 1021
E 895 1919
E 901 1925
E 906 908
E 909 925
E 918 2966
E 923 924
E 924 928
E 929 930
E 930 994
E 935 951
E 941 942
E 944 960
E 945 2993
E 945 1969
E 947 2995
E 953 1017
E 956 3004
E 958 3006
E 961 969
E 966 974
E 969 970
E 971 975
E 975 3023
E 976 3024
E 982 984
E 983 2007
E 996 3044
E 1004 2028
E 1004 1008
E 1007 1008
E 1009 1013
E 1016 2040
E 1027 1043
E 1029 1037
E 1034 1546
E 1034 1162
E 1037 1101
E 1037 1069
E 1037 1038
E 1038 1040
E 1040 1296
E 1040 1072
E 1041 1169
E 1041 1049
E 1043 1171
E 1044 1076
E 1050 1114
E 1052 1056
E 1053 1565
E 1054 3102
E 1055 1183
E 1055 1119
E 1058 1314
E 1059 1571
E 1060 1188
E 1060 1076
E 1074 1138
E 1078 1334
E 1087 1343
E 1089 1345
E 1090 1092
E 1091 1603
E 1097 1099
E 1106 1362
E 1106 1138
E 1109 1237
E 1110 3158
E 1113 3161
E 1114 1242
E 1120 1152
E 1124 1380
E 1124 1132
E 1129 1131
E 1129 1130
E 1131 1147
E 1134 1150
E 1137 3185
E 1138 1650
E 1138 1146
E 1139 1147
E 1147 3195
E 1147 1148
E 1150 1278
E 1155 3203
E 1155 1411
E 1160 1224
E 1160 1176
E 1163 1227
E 1165 3213
E 1169 1173
E 1174 1238
E 1179 1243
E 1180 1212
E 1188 1444
E 1188 1252
E 1194 1706
E 1195 1196
E 1207 1463
E 1217 1473
E 1217 1219
E 1218 3266
E 1222 3270
E 1227 1259
E 1228 1260
E 1235 1239
E 1246 1758
E 1247 1759
E 1247 1279
E 1248 1760
E 1250 1258
E 1251 3299
E 1251 1507
E 1256 1264
E 1266 1270
E 1268 1276
E 1271 1783
E 1272 1528
E 1273 1274
E 1274 1278
E 1277 1789
E 1282 1794
E 1285 1349
E 1288 3336
E 1289 1293
E 1294 1310
E 1297 1425
E 1298 1362
E 1299 1307
E 1301 1813
E 1301 1333
E 1311 1343
E 1316 3364
E 1318 1830
E 1322 1326
E 1325 1327
E 1325 1326
E 1332 1340
E 1333 1341
E 1335 3383
E 1336 1848
E 1351 1863
E 1353 1369
E 1354 1356
E 1356 1372
E 1357 3405
E 1363 3411
E 1365 1493
E 1373 1374
E 1381 1893
E 1381 1383
E 1384 3432
E 1389 3437
E 1401 1403
E 1408 1536
E 1410 1922
E 1412 1428
E 1414 1430
E 1417 1929
E 1423 1935
E 1426 1490
E 1429 1461
E 1431 1495
E 1432 1944
E 1436 3484
E 1437 1439
E 1447 1959
E 1451 3499
E 1463 3511
E 1473 3521
E 1479 1495
E 1482 1994
E 1484 1996
E 1488 2000
E 1489 2001
E 1493 1495
E 1494 1526
E 1498 3546
E 1500 3548
E 1503 3551
E 1505 3553
E 1505 1509
E 1513 1529
E 1514 3562
E 1515 1516
E 1518 3566
E 1521 2033
E 1521 1522
E 1528 3576
E 1528 1536
E 1532 2044
E 1536 2048
E 1542 1606
E 1544 3592
E 1547 3595
E 1554 1558
E 1561 1817
E 1562 1564
E 1565 1567
E 1567 1631
E 1568 3616
E 1572 3620
E 1573 1701
E 1579 1643
E 1582 3630
E 1583 1839
E 1584 1648
E 1584 1600
E 1588 1652
E 1590 3638
E 1591 1599
E 1593 1849
E 1597 1598
E 1599 1727
E 1604 1732
E 1605 1733
E 1611 1739
E 1611 1627
E 1612 1644
E 1615 1871
E 1618 1626
E 1623 3671
E 1623 1624
E 1625 1881
E 1625 1627
E 1629 1757
E 1629 1630
E 1634 3682
E 1634 1642
E 1645 1773
E 1649 1777
E 1652 1908
E 1658 3706
E 1658 1914
E 1665 1666
E 1668 1700
E 1671 1927
E 1673 1674
E 1674 1676
E 1675 3723
E 1677 3725
E 1685 3733
E 1688 3736
E 1691 1755
E 1694 1758
E 1696 1760
E 1697 1761
E 1709 3757
E 1715 1716
E 1721 3769
E 1733 3781
E 1741 3789
E 1742 3790
E 1742 1998
E 1769 1770
E 1774 2030
E 1775 1776
E 1781 3829
E 1782 3830
E 1794 3842
E 1796 3844
E 1800 1864
E 1803 3851
E 1803 1931
E 1805 1821
E 1809 1937
E 1810 3858
E 1810 1842
E 1811 1819
E 1817 1818
E 1820 1948
E 1826 1842
E 1826 1834
E 1829 1831
E 1831 1847
E 1840 3888
E 1841 3889
E 1843 3891
E 1852 1980
E 1859 1891
E 1860 1868
E 1868 1872
E 1881 3929
E 1899 1900
E 1905 3953
E 1918 2046
E 1921 1929
E 1922 1954
E 1934 1950
E 1936 3984
E 1945 2009
E 1946 3994
E 1951 2015
E 1953 4001
E 1953 1969
E 1955 4003
E 1957 1965
E 1957 1959
E 1959 2023
E 1961 4009
E 1962 1964
E 1963 4011
E 1963 1967
E 1965 4013
E 1980 4028
E 1981 4029
E 1989 1997
E 1992 4040
E 1992 2008
E 1999 2015
E 1999 2000
E 2002 4050
E 2010 4058
E 2015 4063
E 2026 2042
E 2026 2030
E 2048 4096
E 2050 2114
E 2051 2083
E 2052 3076
E 2053 2085
E 2054 2310
E 2055 2311
E 2055 2183
E 2056 2568
E 2056 2312
E 2056 2120
E 2057 2185
E 2057 2073
E 2060 2092
E 2065 2321
E 2065 2073
E 2066 2098
E 2066 2074
E 2068 2196
E 2074 2138
E 2077 2589
E 2078 2110
E 2078 2080
E 2079 2591
E 2082 2098
E 2083 2084
E 2088 3112
E 2091 2347
E 2091 2219
E 2092 2096
E 2095 2351
E 2095 2223
E 2095 2096
E 2097 2101
E 2099 2107
E 2099 2103
E 2103 2231
E 2109 2237
E 2115 2243
E 2115 2123
E 2117 3141
E 2117 2373
E 2117 2125
E 2121 2122
E 2123 2155
E 2125 2127
E 2137 2265
E 2140 2396
E 2143 2271
E 2143 2175
E 2146 3170
E 2147 2659
E 2149 2405
E 2149 2157
E 2154 2170
E 2157 2158
E 2160 2288
E 2161 2163
E 2163 2291
E 2164 2172
E 2165 2173
E 2167 3191
E 2171 3195
E 2182 2190
E 2184 2216
E 2185 2441
E 2201 2203
E 2203 2459
E 2212 2468
E 2212 2220
E 2215 2279
E 2223 2239
E 2229 2293
E 2235 2299
E 2240 2496
E 2242 3266
E 2252 2508
E 2254 2766
E 2257 2513
E 2267 2779
E 2270 2272
E 2273 2281
E 2274 2530
E 2287 2799
E 2305 3329
E 2308 3332
E 2313 3337
E 2315 3339
E 2317 2829
E 2318 2446
E 2319 2335
E 2320 2448
E 2321 2329
E 2321 2323
E 2324 3348
E 2335 3359
E 2338 2466
E 2338 2402
E 2339 2343
E 2341 2853
E 2349 3373
E 2355 2419
E 2356 3380
E 2359 2487
E 2361 2362
E 2363 2367
E 2364 2368
E 2366 3390
E 2366 2494
E 2374 2382
E 2378 3402
E 2378 2506
E 2381 2893
E 2386 2898
E 2388 2516
E 2389 2391
E 2396 2908
E 2399 2431
E 2402 2406
E 2406 2414
E 2407 2408
E 2413 2541
E 2414 3438
E 2416 2544
E 2417 3441
E 2417 2929
E 2420 2548
E 2424 2552
E 2430 2432
E 2433 2434
E 2438 2502
E 2439 3463
E 2439 2951
E 2442 2458
E 2444 2956
E 2447 2959
E 2449 2481
E 2450 2454
E 2453 2517
E 2456 3480
E 2465 2467
E 2467 2979
E 2468 2484
E 2471 3495
E 2478 2542
E 2478 2494
E 2479 2543
E 2481 3505
E 2483 2547
E 2487 3511
E 2489 2493
E 2489 2490
E 2490 3514
E 2497 2499
E 2503 2519
E 2516 3540
E 2517 2549
E 2517 2525
E 2517 2519
E 2520 3032
E 2525 2557
E 2536 3048
E 2559 3583
E 2562 2626
E 2562 2578
E 2568 3592
E 2569 2601
E 2571 2587
E 2574 2590
E 2588 3612
E 2590 2718
E 2594 2596
E 2596 2724
E 2596 2660
E 2601 2602
E 2602 2618
E 2603 3627
E 2609 2610
E 2610 3634
E 2612 3636
E 2614 2622
E 2620 2748
E 2629 2885
E 2630 3654
E 2630 2646
E 2632 2640
E 2640 2768
E 2640 2656
E 2641 2769
E 2645 2773
E 2646 3670
E 2646 2654
E 2655 3679
E 2655 2687
E 2665 2669
E 2669 3693
E 2669 2925
E 2681 2809
E 2687 2815
E 2689 2690
E 2692 3716
E 2692 2756
E 2693 2694
E 2696 2712
E 2698 2762
E 2701 2765
E 2702 2704
E 2710 2718
E 2726 2790
E 2727 2735
E 2729 2745
E 2737 2801
E 2745 3001
E 2745 2747
E 2750 2752
E 2753 2761
E 2759 2767
E 2760 3016
E 2767 2783
E 2774 3030
E 2786 2794
E 2799 2800
E 2800 3824
E 2809 2810
E 2825 2953
E 2832 3856
E 2840 3864
E 2841 2845
E 2842 2970
E 2845 2846
E 2846 2878
E 2852 2860
E 2853 2981
E 2854 2856
E 2855 2863
E 2864 3888
E 2874 3002
E 2896 3920
E 2901 3925
E 2901 3029
E 2903 2904
E 2923 2924
E 2924 2928
E 2928 3056
E 2930 3954
E 2930 2934
E 2946 3970
E 2949 3013
E 2952 2968
E 2956 3020
E 2957 2959
E 2957 2958
E 2958 2974
E 2959 2975
E 2960 3984
E 2961 3985
E 2961 2965
E 2967 3991
E 2975 3007
E 2979 2983
E 2981 2983
E 2988 4012
E 2989 2991
E 2998 3000
E 3007 4031
E 3015 3031
E 3022 4046
E 3022 3054
E 3026 3034
E 3032 4056
E 3041 3049
E 3049 3053
E 3058 3066
E 3073 3081
E 3077 3079
E 3080 3592
E 3081 3145
E 3081 3113
E 3083 3339
E 3084 3148
E 3103 3167
E 3105 3109
E 3106 3108
E 3110 3238
E 3119 3247
E 3132 3644
E 3139 3171
E 3144 3656
E 3153 3161
E 3157 3285
E 3159 3160
E 3165 3167
E 3166 3678
E 3166 3422
E 3169 3681
E 3169 3171
E 3170 3298
E 3178 3180
E 3185 3441
E 3186 3442
E 3205 3213
E 3215 3279
E 3217 3729
E 3227 3291
E 3232 3296
E 3234 3746
E 3234 3298
E 3240 3752
E 3240 3496
E 3241 3242
E 3243 3307
E 3247 3263
E 3247 3248
E 3248 3312
E 3253 3509
E 3254 3510
E 3258 3770
E 3262 3518
E 3275 3276
E 3276 3788
E 3278 3294
E 3281 3793
E 3281 3282
E 3302 3310
E 3306 3818
E 3307 3311
E 3312 3328
E 3314 3570
E 3314 3318
E 3315 3323
E 3315 3319
E 3330 3842
E 3356 3484
E 3356 3388
E 3357 3389
E 3359 3487
E 3369 3433
E 3374 3390
E 3377 3505
E 3380 3384
E 3385 3387
E 3387 3899
E 3391 3455
E 3394 3410
E 3395 3907
E 3395 3427
E 3397 3909
E 3397 3413
E 3398 3526
E 3399 3400
E 3410 3442
E 3416 3544
E 3426 3434
E 3427 3555
E 3429 3941
E 3445 3447
E 3450 3452
E 3451 3455
E 3452 3580
E 3454 3456
E 3459 3463
E 3473 3477
E 3497 4009
E 3515 4027
E 3520 3584
E 3521 3529
E 3528 3536
E 3544 3552
E 3547 4059
E 3556 3564
E 3573 3575
E 3585 3586
E 3589 3653
E 3590 3598
E 3596 3660
E 3599 3727
E 3603 3611
E 3607 3615
E 3609 3673
E 3609 3641
E 3610 3674
E 3615 3743
E 3615 3647
E 3622 3686
E 3628 3632
E 3645 3901
E 3656 3688
E 3657 3913
E 3660 3692
E 3661 3663
E 3670 3672
E 3676 3804
E 3681 3809
E 3681 3685
E 3683 3811
E 3684 3692
E 3687 3815
E 3687 3695
E 3694 3710
E 3703 3831
E 3706 3710
E 3724 3756
E 3730 3986
E 3731 3739
E 3732 3764
E 3753 3817
E 3766 3830
E 3777 3785
E 3778 3786
E 3784 3792
E 3785 3789
E 3791 3792
E 3802 3834
E 3811 3819
E 3817 3818
E 3831 3839
E 3845 3877
E 3846 3862
E 3848 3880
E 3879 4007
E 3881 3885
E 3896 3904
E 3904 4032
E 3921 3923
E 3923 3955
E 3925 3927
E 3937 4065
E 3940 4068
E 3940 3944
E 3941 4069
E 3946 3962
E 3958 3966
E 3971 3987
E 3972 4036
E 3972 3976
E 3975 3983
E 3978 3980
E 3984 4000
E 4003 4019
E 4010 4012
E 4014 4016
E 4019 4027
E 4019 4023
E 4029 4093
E 4031 4032
E 4046 4062
E 4066 4068
E 4071 4087
E 19 147
E 29 1053
E 29 30
E 35 99
E 54 310
E 65 2113
E 68 2116
E 74 330
E 83 91
E 104 112
E 116 628
E 121 122
E 132 388
E 132 196
E 134 150
E 138 2186
E 139 155
E 143 2191
E 149 213
E 155 667
E 184 248
E 201 217
E 212 216
E 232 1256
E 241 245
E 242 498
E 261 389
E 263 1287
E 274 278
E 282 2330
E 284 348
E 335 1359
E 378 890
E 386 898
E 405 407
E 406 1430
E 435 1459
E 437 445
E 440 504
E 453 469
E 469 470
E 485 501
E 517 525
E 519 775
E 521 537
E 525 2573
E 527 559
E 528 2576
E 537 538
E 549 557
E 564 572
E 571 2619
E 609 1633
E 650 906
E 665 921
E 667 2715
E 723 2771
E 726 734
E 769 777
E 794 858
E 795 859
E 801 2849
E 802 804
E 809 813
E 811 815
E 818 882
E 818 820
E 819 823
E 839 2887
E 856 1880
E 880 2928
E 897 899
E 900 1924
E 930 2978
E 996 2020
E 1034 1290
E 1036 1052
E 1041 1105
E 1054 1118
E 1078 1206
E 1085 1086
E 1102 1358
E 1105 1617
E 1115 3163
E 1120 1632
E 1141 1653
E 1142 1270
E 1148 3196
E 1185 1441
E 1212 1216
E 1256 1512
E 1285 1287
E 1289 1290
E 1305 1337
E 1318 3366
E 1358 3406
E 1361 1489
E 1368 1496
E 1372 1404
E 1426 1938
E 1455 1519
E 1486 3534
E 1486 1518
E 1540 1668
E 1558 1814
E 1575 3623
E 1602 3650
E 1634 1890
E 1635 1891
E 1672 1704
E 1684 3732
E 1688 1752
E 1694 3742
E 1701 3749
E 1704 1960
E 1708 3756
E 1762 1770
E 1766 2022
E 1796 1812
E 1862 1894
E 1878 1910
E 1921 1985
E 1942 2006
E 2009 2011
E 2062 2574
E 2083 3107
E 2084 2088
E 2092 2348
E 2119 2127
E 2120 2152
E 2125 2381
E 2130 2162
E 2144 2400
E 2160 2176
E 2162 2290
E 2172 2684
E 2177 2689
E 2203 2267
E 2219 2731
E 2226 2482
E 2239 2495
E 2244 2276
E 2270 2302
E 2283 2299
E 2312 2328
E 2314 2318
E 2318 2830
E 2319 2831
E 2353 2481
E 2357 2358
E 2373 2885
E 2391 2903
E 2402 2914
E 2406 2534
E 2452 2456
E 2496 3008
E 2507 2523
E 2509 3533
E 2512 2544
E 2513 2521
E 2577 2705
E 2581 2613
E 2600 2616
E 2608 2672
E 2608 2624
E 2613 3637
E 2634 2650
E 2661 2662
E 2672 2928
E 2747 3771
E 2760 2776
E 2795 2811
E 2874 2938
E 2900 2932
E 2915 2919
E 2919 3943
E 2948 3972
E 3003 3067
E 3009 3017
E 3047 4071
E 3078 3094
E 3092 3100
E 3094 3096
E 3110 3174
E 3183 3439
E 3212 3724
E 3220 3252
E 3252 3316
E 3259 3260
E 3296 3808
E 3322 3834
E 3343 3375
E 3345 3473
E 3367 3879
E 3372 3376
E 3396 3404
E 3457 3489
E 3481 3483
E 3497 3561
E 3568 3584
E 3619 3875
E 3651 3659
E 3693 3949
E 3699 3827
E 3710 3838
E 3722 3754
E 3786 4042
E 3823 4079
E 3912 4040
E 3926 3958
E 3988 4020
E 37 165
E 61 62
E 71 327
E 210 1234
E 555 571
E 676 932
E 806 808
E 811 875
E 1035 1051
E 1120 3168
E 1135 3183
E 1181 1245
E 1184 1440
E 1205 1717
E 1221 1237
E 1337 1339
E 1486 1502
E 1543 1671
E 1607 1735
E 1670 1686
E 1671 1703
E 1681 3729
E 1807 3855
E 1997 4045
E 2234 2490
E 2256 3280
E 2349 2861
E 2386 2418
E 2534 3046
E 2565 2567
E 2671 2927
E 2820 2828
E 2841 3865
E 3127 3383
E 3146 3658
E 3379 3891
E 3420 3424
E 3801 4057
E 3810 3812
E 65 81
E 721 753
E 1916 3964
E 2087 2103
E 2114 2118
E 2442 2954
E 3295 3807
E 3483 3995
E 3645 3773
E 3777 4033
E 2395 2907
E 2206 2270
